YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2010,19820,"Detroit-Warren-Dearborn, MI",16-19,2,44,7563,1958463.9,1399.4512853,0.1850391756,1958463.9,2302.0973644,HS,106,16570,2903871.4,1704.0749397,0.102840974,2903871.4,2803.2032758,0.4564272782,0.1154980128
2010,19820,"Detroit-Warren-Dearborn, MI",16-19,3,8,909,117297.05,342.48656908,0.3767729033,117297.05,563.39040614,SC,25,4044,970000.55,984.8860594,0.2435425468,970000.55,1620.1375677,0.2247774481,0.1062983523
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,0,100,15116,2442304.05,1562.7872696,0.1033862973,2442304.05,2570.7850585,InSch,581,80316,11375832.05,3372.8077399,0.0419942196,11375832.05,5548.2687321,0.188206584,0.0292489301
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,1,52,9206,2440635.6,1562.2533725,0.1696994756,2440635.6,2569.9067978,LTHS,101,18628,5304245.7,2303.0948092,0.1236361826,5304245.7,3788.5909611,0.4942022761,0.0944997293
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,2,102,17369,2928144,1711.1820476,0.0985193188,2928144,2814.8944683,HS,306,46901,6980897.65,2642.13884,0.0563343818,6980897.65,4346.3183919,0.3703332552,0.0492377401
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,3,49,8113,1646174.3,1283.033242,0.1581453521,1646174.3,2110.589683,SC,220,34677,7504273.95,2739.3929893,0.0789974043,7504273.95,4506.3014675,0.2339591083,0.0527267036
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,4,,,,,,,,AA,35,5063,1134336.75,1065.0524635,0.2103599572,1134336.75,1752.0113025,,
2010,19820,"Detroit-Warren-Dearborn, MI",20-24,5,11,1502,291347.45,539.76610675,0.3593649179,291347.45,887.91524561,BA+,106,14353,3366442.55,1834.786786,0.1278329817,3366442.55,3018.2242629,0.1046471121,0.0578164345
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,0,184,26696,4875449.1,2208.0419154,0.0827105902,4875449.1,3632.2289508,InSch,927,128789,20656050.25,4544.8927655,0.0352894484,20656050.25,7476.3485993,0.2072847836,0.0255070599
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,1,207,30691,5024403.85,2241.518202,0.0730350331,5024403.85,3687.2974423,LTHS,690,100193,18089370.9,4253.1601075,0.0424496732,18089370.9,6996.4483768,0.3063188047,0.0299473636
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,2,516,73935,13928263.05,3732.0588219,0.0504775657,13928263.05,6139.236762,HS,2548,345770,49146087.05,7010.4270234,0.0202748273,49146087.05,11532.152453,0.2138271105,0.0162600695
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,3,317,46349,9019647.25,3003.2727565,0.0647969267,9019647.25,4940.3836845,SC,2440,320946,49668986.75,7047.622773,0.0219589052,49668986.75,11593.339462,0.144413702,0.0144823269
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,4,81,11158,1405146.35,1185.3886915,0.1062366635,1405146.35,1949.9643976,AA,890,109312,19349588.95,4398.816767,0.0402409321,19349588.95,7236.0535818,0.1020747951,0.0165092728
2010,19820,"Detroit-Warren-Dearborn, MI",25-54,5,219,26478,5555834.25,2357.0817232,0.0890203838,5555834.25,3877.3994347,BA+,3723,444281,55482427.5,7448.6527305,0.0167656342,55482427.5,12253.033742,0.059597417,0.0085711812
2010,21340,"El Paso, TX",16-19,0,44,3648,395893.95,629.201041,0.1724783555,395893.95,1035.0357125,InSch,119,11678,1573755.5,1254.4941212,0.1074237131,1573755.5,2063.6428293,0.3123822572,0.0693416964
2010,21340,"El Paso, TX",16-19,1,,,,,,,,LTHS,9,779,96249.2,310.24055183,0.3982548804,96249.2,510.34570776,,
2010,21340,"El Paso, TX",16-19,2,,,,,,,,HS,20,2255,332336.2,576.48607962,0.2556479289,332336.2,948.31960098,,
2010,21340,"El Paso, TX",20-24,0,19,2152,341610.7,584.47472144,0.2715960601,341610.7,961.46091677,InSch,128,16555,2384144.7,1544.0675827,0.093268957,2384144.7,2539.9911736,0.1299909393,0.0545448528
2010,21340,"El Paso, TX",20-24,1,,,,,,,,LTHS,15,2429,548995.5,740.94230545,0.3050400599,548995.5,1218.8500925,,
2010,21340,"El Paso, TX",20-24,2,8,1015,222543.35,471.74500527,0.4647734042,222543.35,776.02053367,HS,65,8998,1640302.75,1280.743046,0.1423364132,1640302.75,2106.8223107,0.1128028451,0.0820997838
2010,21340,"El Paso, TX",20-24,3,8,1055,180108.75,424.39221246,0.4022675,180108.75,698.1251895,SC,42,5861,894126.15,945.58243956,0.1613346595,894126.15,1555.4831131,0.1800034124,0.1091141227
2010,21340,"El Paso, TX",20-24,4,,,,,,,,AA,6,719,91013.2,301.68394057,0.4195882345,91013.2,496.27008224,,
2010,21340,"El Paso, TX",20-24,5,,,,,,,,BA+,15,1657,336729.35,580.28385295,0.3502014804,336729.35,954.56693811,,
2010,21340,"El Paso, TX",25-54,0,19,2466,448849.65,669.96242432,0.2716798152,448849.65,1102.088188,InSch,219,22926,2582370.75,1606.9756532,0.0700940266,2582370.75,2643.4749495,0.1075634651,0.0464440466
2010,21340,"El Paso, TX",25-54,1,25,2503,375993.7,613.18325157,0.2449793254,375993.7,1008.6864488,LTHS,322,38417,5148628.8,2269.059012,0.0590639303,5148628.8,3732.6020748,0.0651534477,0.0254817158
2010,21340,"El Paso, TX",25-54,2,55,5822,926614.95,962.60840948,0.1653398161,926614.95,1583.4908336,HS,468,53124,6418265.25,2533.4295431,0.0476889832,6418265.25,4167.4915984,0.1095926512,0.0285406591
2010,21340,"El Paso, TX",25-54,3,47,4690,558743.95,747.49177253,0.1593799089,558743.95,1229.6239658,SC,498,57019,7736068.95,2781.3789655,0.0487798622,7736068.95,4575.3683983,0.082253284,0.0205302957
2010,21340,"El Paso, TX",25-54,4,,,,,,,,AA,123,13594,1861913.95,1364.5196774,0.100376613,1861913.95,2244.6348693,,
2010,21340,"El Paso, TX",25-54,5,23,2054,162847.8,403.54404964,0.1964674049,162847.8,663.82996166,BA+,491,48707,6286046,2507.1988354,0.0514751234,6286046,4124.3420842,0.0421705299,0.0131529423
2010,23420,"Fresno, CA",16-19,0,50,4829,540397.65,735.1174396,0.1522297452,540397.65,1209.2681881,InSch,123,13077,1261294.95,1123.0738845,0.0858816154,1261294.95,1847.45654,0.3692742984,0.0763518185
2010,23420,"Fresno, CA",16-19,1,6,641,84355.85,290.4407857,0.4531057499,84355.85,477.77509248,LTHS,19,2299,344381.75,586.84048088,0.2552590173,344381.75,965.35259105,0.2788168769,0.1717029978
2010,23420,"Fresno, CA",16-19,2,8,931,110293.75,332.10502857,0.3567186129,110293.75,546.31277199,HS,26,3100,355705.1,596.41017765,0.1923903799,355705.1,981.09474223,0.3003225806,0.1484018313
2010,23420,"Fresno, CA",16-19,3,,,,,,,,SC,6,684,89892.6,299.82094657,0.4383347172,89892.6,493.2054571,,
2010,23420,"Fresno, CA",20-24,0,26,3192,439697.05,663.0965616,0.207737018,439697.05,1090.7938438,InSch,175,20858,2332698.9,1527.3175505,0.0732245446,2332698.9,2512.4373705,0.1530348068,0.0489396497
2010,23420,"Fresno, CA",20-24,1,24,2733,338362.9,581.68969391,0.2128392587,338362.9,956.87954648,LTHS,73,9619,1142859.25,1069.0459532,0.1111389909,1142859.25,1758.580593,0.2841251689,0.0848388132
2010,23420,"Fresno, CA",20-24,2,20,2233,250153.85,500.15382634,0.2239829048,250153.85,822.75304433,HS,95,12670,2430743.35,1559.0841382,0.1230532074,2430743.35,2564.6934073,0.1762430939,0.0542593805
2010,23420,"Fresno, CA",20-24,3,18,2460,353149.2,594.26357788,0.2415705601,353149.2,977.56358562,SC,61,7275,1137033.15,1066.3175653,0.1465728612,1137033.15,1754.0923949,0.3381443299,0.1068121531
2010,23420,"Fresno, CA",20-24,4,,,,,,,,AA,17,1883,282074.55,531.10691014,0.2820535901,282074.55,873.67086718,,
2010,23420,"Fresno, CA",20-24,5,,,,,,,,BA+,17,2147,444102.15,666.40989639,0.3103911953,444102.15,1096.2442796,,
2010,23420,"Fresno, CA",25-54,0,34,3482,398525.9,631.289078,0.1813007117,398525.9,1038.4705333,InSch,182,22675,3753134.95,1937.3009446,0.0854377484,3753134.95,3186.8600539,0.1535611907,0.0403938844
2010,23420,"Fresno, CA",25-54,1,116,12783,2321649.45,1523.6959835,0.1191970573,2321649.45,2506.4798928,LTHS,538,61308,10079372.8,3174.802797,0.0517844783,10079372.8,5222.5506011,0.2085045997,0.0368236319
2010,23420,"Fresno, CA",25-54,2,98,11854,2028348.4,1424.200969,0.1201451804,2028348.4,2342.8105939,HS,499,59530,8200359.55,2863.6269921,0.0481039307,8200359.55,4710.666402,0.1991264908,0.0360630082
2010,23420,"Fresno, CA",25-54,3,61,7455,962243.65,980.94018676,0.131581514,962243.65,1613.6466072,SC,511,57487,9759397.95,3124.0035131,0.0543427821,9759397.95,5138.9857791,0.1296814932,0.0255640433
2010,23420,"Fresno, CA",25-54,4,21,2042,263162.15,512.99332354,0.2512210203,263162.15,843.87401723,AA,213,23184,2890764.3,1700.2247793,0.0733361275,2890764.3,2796.8697619,0.0880779848,0.0348135566
2010,23420,"Fresno, CA",25-54,5,34,4052,519601.35,720.83378805,0.1778958016,519601.35,1185.7715813,BA+,570,59775,8040700.6,2835.6129143,0.0474381081,8040700.6,4664.5832441,0.0677875366,0.019118943
2010,24340,"Grand Rapids-Wyoming, MI",16-19,0,42,5765,794140.75,891.14575127,0.1545786212,794140.75,1465.9347608,InSch,150,19115,2100857.75,1449.4335963,0.0758270257,2100857.75,2384.3182659,0.3015956055,0.0668293369
2010,24340,"Grand Rapids-Wyoming, MI",16-19,1,,,,,,,,LTHS,8,938,156827.6,396.01464619,0.4221904544,156827.6,651.44409299,,
2010,24340,"Grand Rapids-Wyoming, MI",16-19,2,8,1003,110843.15,332.93114904,0.331935343,110843.15,547.67174017,HS,17,2452,495960.35,704.2445243,0.2872122856,495960.35,1158.4822425,0.4090538336,0.1119719442
2010,24340,"Grand Rapids-Wyoming, MI",16-19,3,,,,,,,,SC,8,1077,207915.1,455.97708276,0.4233770499,207915.1,750.08230114,,
2010,24340,"Grand Rapids-Wyoming, MI",20-24,0,14,2506,499043.8,706.43032211,0.2818955795,499043.8,1162.0778799,InSch,142,23939,3462060.3,1860.6612534,0.0777251035,3462060.3,3060.7877619,0.1046827353,0.0466616149
2010,24340,"Grand Rapids-Wyoming, MI",20-24,1,5,1344,475830.45,689.80464626,0.5132475047,475830.45,1134.7286431,LTHS,16,3720,1139105.65,1067.2889253,0.2869056251,1139105.65,1755.6902821,0.3612903226,0.2529247004
2010,24340,"Grand Rapids-Wyoming, MI",20-24,2,9,1730,421632.6,649.33242642,0.3753366627,421632.6,1068.1518415,HS,57,10559,2915156.45,1707.3829242,0.1616993015,2915156.45,2808.6449104,0.1638412728,0.0912913235
2010,24340,"Grand Rapids-Wyoming, MI",20-24,3,,,,,,,,SC,38,7192,2115096.4,1454.3370998,0.2022159483,2115096.4,2392.3845293,,
2010,24340,"Grand Rapids-Wyoming, MI",20-24,4,,,,,,,,AA,13,2292,498397.1,705.97244989,0.3080159031,498397.1,1161.3246801,,
2010,24340,"Grand Rapids-Wyoming, MI",20-24,5,,,,,,,,BA+,46,6332,1186917.7,1089.4575256,0.1720558316,1186917.7,1792.1576295,,
2010,24340,"Grand Rapids-Wyoming, MI",25-54,0,24,3245,478355.65,691.63259755,0.2131379345,478355.65,1137.735623,InSch,148,18171,2641039.75,1625.1276104,0.0894352325,2641039.75,2673.3349191,0.1785812558,0.0568337841
2010,24340,"Grand Rapids-Wyoming, MI",25-54,1,33,4669,1093550.3,1045.7295539,0.223972918,1093550.3,1720.2251162,LTHS,140,21772,4067369.65,2016.7720868,0.0926314572,4067369.65,3317.5900827,0.214449752,0.0719367524
2010,24340,"Grand Rapids-Wyoming, MI",25-54,2,59,8826,1949704.35,1396.3181407,0.1582050919,1949704.35,2296.9433414,HS,528,73683,10301025,3209.5209923,0.0435585005,10301025,5279.6620323,0.1197833964,0.0299684651
2010,24340,"Grand Rapids-Wyoming, MI",25-54,3,54,6783,1024357.25,1012.1053552,0.149212053,1024357.25,1664.9133093,SC,519,67837,7508141.55,2740.0988212,0.0403923938,7508141.55,4507.4625609,0.0999896811,0.0236264801
2010,24340,"Grand Rapids-Wyoming, MI",25-54,4,10,1088,92857.4,304.72512204,0.2800782372,92857.4,501.27282575,AA,204,24589,2679779.55,1637.0032224,0.0665746156,2679779.55,2692.8703008,0.0442474277,0.0198017669
2010,24340,"Grand Rapids-Wyoming, MI",25-54,5,34,4378,928627.15,963.65302366,0.2201126139,928627.15,1585.2092239,BA+,786,93368,12697660.2,3563.3776393,0.0381648706,12697660.2,5861.7562166,0.0468897267,0.0167209217
2010,24660,"Greensboro-High Point, NC",16-19,0,31,3449,441426.65,664.39946568,0.1926353916,441426.65,1092.937121,InSch,93,9994,1652454.95,1285.4784907,0.1286250241,1652454.95,2114.6121172,0.3451070642,0.0814092063
2010,24660,"Greensboro-High Point, NC",16-19,1,,,,,,,,LTHS,7,567,65586,256.09763763,0.4516713186,65586,421.2806139,,
2010,24660,"Greensboro-High Point, NC",16-19,2,11,1048,75359.45,274.51675723,0.2619434706,75359.45,451.58006564,HS,19,1720,126246.3,355.31155343,0.2065764846,126246.3,584.48750539,0.6093023256,0.1614314792
2010,24660,"Greensboro-High Point, NC",16-19,3,,,,,,,,SC,6,541,47294.8,217.47367657,0.4019846147,47294.8,357.74419795,,
2010,24660,"Greensboro-High Point, NC",20-24,0,17,1861,284257.9,533.15841923,0.2864902844,284257.9,877.04559964,InSch,110,15261,2533627.35,1591.7372114,0.1043009771,2533627.35,2618.4077127,0.1219448267,0.0535257976
2010,24660,"Greensboro-High Point, NC",20-24,1,6,594,85244.9,291.96729269,0.4915274288,85244.9,480.28619647,LTHS,29,3017,613728.65,783.40835456,0.259664685,613728.65,1288.7067433,0.1968843222,0.1351661776
2010,24660,"Greensboro-High Point, NC",20-24,2,17,3060,713362.6,844.60795639,0.276015672,713362.6,1389.3800883,HS,79,13061,1904986.05,1380.2123206,0.1056743221,1904986.05,2270.4492674,0.2342852768,0.0982712158
2010,24660,"Greensboro-High Point, NC",20-24,3,9,603,41728.6,204.27579396,0.3387658275,41728.6,336.03368107,SC,56,7097,1386523.55,1177.507346,0.1659162105,1386523.55,1936.9995843,0.0849654784,0.0412811269
2010,24660,"Greensboro-High Point, NC",20-24,4,,,,,,,,AA,13,1624,219148.8,468.13331435,0.28825943,219148.8,770.0793021,,
2010,24660,"Greensboro-High Point, NC",20-24,5,,,,,,,,BA+,25,2439,360965.4,600.80396137,0.2463320875,360965.4,988.32251646,,
2010,24660,"Greensboro-High Point, NC",25-54,0,43,4577,594185.25,770.83412613,0.1684147097,594185.25,1268.0221375,InSch,203,21659,2661775.9,1631.4949893,0.0753264227,2661775.9,2683.8092573,0.2113209289,0.0523624966
2010,24660,"Greensboro-High Point, NC",25-54,1,49,5237,693948.95,833.03598362,0.1590674019,693948.95,1370.344193,LTHS,234,25343,4115060.55,2028.5612019,0.0800442411,4115060.55,3336.9831772,0.2066448329,0.0467270122
2010,24660,"Greensboro-High Point, NC",25-54,2,103,11225,1604889.35,1266.8422751,0.112859,1604889.35,2083.9555426,HS,617,71270,9342194.75,3056.500409,0.0428862131,9342194.75,5027.9431727,0.1574996492,0.0270468961
2010,24660,"Greensboro-High Point, NC",25-54,3,52,5213,628218,792.6020439,0.1520433616,628218,1303.8303622,SC,505,53764,8429246.6,2903.3164829,0.054001125,8429246.6,4775.9556144,0.0969607916,0.0226698767
2010,24660,"Greensboro-High Point, NC",25-54,4,11,1088,131894.15,363.17234201,0.3337981085,131894.15,597.4185026,AA,216,20076,2431496.7,1559.3257197,0.0776711357,2431496.7,2565.0908088,0.0541940626,0.0289410283
2010,24660,"Greensboro-High Point, NC",25-54,5,43,4294,674327.45,821.17443336,0.1912376417,674327.45,1350.8319429,BA+,761,72475,8210701,2865.4320791,0.0395368345,8210701,4713.6357701,0.0592480166,0.0182359147
2010,24860,"Greenville-Anderson-Mauldin, SC",16-19,0,33,3480,505130.1,710.72505232,0.2042313369,505130.1,1169.1427111,InSch,138,14070,1722420.35,1312.4101303,0.0932771948,1722420.35,2158.9146643,0.2473347548,0.0739217979
2010,24860,"Greenville-Anderson-Mauldin, SC",16-19,1,7,942,163874.2,404.81378435,0.4297386246,163874.2,665.91867526,LTHS,15,1813,384559.9,620.12893821,0.3420457464,384559.9,1020.1121033,0.5195808053,0.2223561537
2010,24860,"Greenville-Anderson-Mauldin, SC",16-19,2,8,966,269559.65,519.19134238,0.5374651577,269559.65,854.06975821,HS,26,3586,773414.85,879.44007755,0.2452426318,773414.85,1446.6789276,0.2693809258,0.2119285256
2010,24860,"Greenville-Anderson-Mauldin, SC",16-19,3,,,,,,,,SC,6,609,93252.55,305.37280495,0.5014331772,93252.55,502.33826413,,
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,0,15,2065,413241.45,642.83858783,0.3113019796,413241.45,1057.469477,InSch,149,19615,6539835.8,2557.3102667,0.1303752366,6539835.8,4206.7753887,0.1052765741,0.0489555041
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,1,10,1943,461483.1,679.32547428,0.3496271098,461483.1,1117.4904052,LTHS,38,5488,919339.55,958.82195949,0.1747124562,919339.55,1577.2621234,0.3540451895,0.176377837
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,2,30,3459,626473.35,791.50069488,0.2288235602,626473.35,1302.0186431,HS,101,11730,1697101.45,1302.7284636,0.1110595451,1697101.45,2142.9883227,0.2948849105,0.09704866
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,3,11,1277,220176.75,469.22995429,0.3674471059,220176.75,771.8832748,SC,65,7019,1150143.55,1072.4474579,0.1527920584,1150143.55,1764.1760683,0.1819347485,0.1000123499
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,4,,,,,,,,AA,11,1332,219371.3,468.37090004,0.3516298048,219371.3,770.47013056,,
2010,24860,"Greenville-Anderson-Mauldin, SC",20-24,5,,,,,,,,BA+,38,3401,687936.65,829.41946565,0.2438751737,687936.65,1364.395021,,
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,0,26,2735,514050.15,716.97290744,0.2621473153,514050.15,1179.4204327,InSch,195,19630,3046299.75,1745.3652197,0.0889131543,3046299.75,2871.1257863,0.1393275599,0.056521108
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,1,66,8316,1440068.05,1200.0283538,0.1443035539,1440068.05,1974.0466421,LTHS,291,33745,3931099.1,1982.6999521,0.0587553697,3931099.1,3261.5414212,0.2464365091,0.0534302724
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,2,92,10306,1515176.3,1230.9249774,0.119437704,1515176.3,2024.8715878,HS,819,87622,9425852.15,3070.1550694,0.0350386326,9425852.15,5050.4050891,0.1176188628,0.0220923896
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,3,54,6318,1039581.2,1019.5985484,0.1613799539,1039581.2,1677.2396122,SC,603,59101,8341744.2,2888.2077834,0.0488690172,8341744.2,4751.1018037,0.1069017445,0.0270467449
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,4,16,1295,145219.15,381.0763047,0.2942674168,145219.15,626.87052122,AA,300,29013,3531333,1879.1841315,0.0647704178,3531333,3091.2578963,0.0446351635,0.021076653
2010,24860,"Greenville-Anderson-Mauldin, SC",25-54,5,28,2386,229489.5,479.05062363,0.2007756176,229489.5,788.03827587,BA+,857,78666,9865386.05,3140.9212104,0.0399273029,9865386.05,5166.8153911,0.0303307655,0.009817439
2010,25420,"Harrisburg-Carlisle, PA",16-19,0,20,2632,534980.55,731.42364605,0.2778965221,534980.55,1203.1918978,InSch,103,11456,1446488.6,1202.7005446,0.1049843352,1446488.6,1978.4423959,0.2297486034,0.0972441335
2010,25420,"Harrisburg-Carlisle, PA",16-19,1,,,,,,,,LTHS,15,1215,232586.15,482.27186316,0.3969315746,232586.15,793.33721491,,
2010,25420,"Harrisburg-Carlisle, PA",16-19,2,,,,,,,,HS,21,1571,239872.3,489.76759795,0.3117553138,239872.3,805.66769862,,
2010,25420,"Harrisburg-Carlisle, PA",20-24,0,10,1176,334902.3,578.70743904,0.4920981624,334902.3,951.97373722,InSch,82,10036,1582206.25,1257.857802,0.1253345757,1582206.25,2069.1760843,0.1171781586,0.0917276999
2010,25420,"Harrisburg-Carlisle, PA",20-24,1,,,,,,,,LTHS,13,1018,140290.1,374.55320049,0.3679304524,140290.1,616.14001481,,
2010,25420,"Harrisburg-Carlisle, PA",20-24,2,7,640,89318.05,298.86125543,0.4669707116,89318.05,491.62676519,HS,71,7785,830513.05,911.32488718,0.1170616425,830513.05,1499.1294394,0.082209377,0.0611340703
2010,25420,"Harrisburg-Carlisle, PA",20-24,3,,,,,,,,SC,21,2859,600155.05,774.69674712,0.2709677325,600155.05,1274.376149,,
2010,25420,"Harrisburg-Carlisle, PA",20-24,4,,,,,,,,AA,15,1618,315904.45,562.05377857,0.3473756357,315904.45,924.57846574,,
2010,25420,"Harrisburg-Carlisle, PA",20-24,5,,,,,,,,BA+,28,3830,695686.1,834.07799396,0.2177749331,695686.1,1372.0583001,,
2010,25420,"Harrisburg-Carlisle, PA",25-54,0,7,1046,238654.85,488.52313149,0.4670393226,238654.85,803.6205513,InSch,103,13961,3103490.2,1761.6725575,0.1261852702,3103490.2,2897.9513572,0.0749229998,0.0554210646
2010,25420,"Harrisburg-Carlisle, PA",25-54,1,7,450,37686.85,194.13101246,0.4314022499,37686.85,319.3455155,LTHS,110,9293,1103480.65,1050.4668724,0.1130385099,1103480.65,1728.0180051,0.0484235446,0.0331634416
2010,25420,"Harrisburg-Carlisle, PA",25-54,2,48,5377,1021985.95,1010.9332075,0.1880106393,1021985.95,1662.9851263,HS,602,58800,7418868.55,2723.7600023,0.046322449,7418868.55,4480.5852037,0.0914455782,0.0274102027
2010,25420,"Harrisburg-Carlisle, PA",25-54,3,15,2506,646658.9,804.15104303,0.3208902805,646658.9,1322.8284658,SC,297,32432,6102955.55,2470.4160682,0.0761721777,6102955.55,4063.8344322,0.0772693636,0.0396219367
2010,25420,"Harrisburg-Carlisle, PA",25-54,4,,,,,,,,AA,153,16969,2611767.65,1616.0964235,0.0952381651,2611767.65,2658.4786166,,
2010,25420,"Harrisburg-Carlisle, PA",25-54,5,9,1182,190121.05,436.02872612,0.3688906312,190121.05,717.26725446,BA+,512,55201,7301642.2,2702.1551029,0.0489511984,7301642.2,4445.0451442,0.0214126556,0.012878826
2010,25540,"Hartford-West Hartford-East Hartford, CT",16-19,0,68,7098,895202.2,946.15125641,0.1332982892,895202.2,1556.4188168,InSch,251,27307,2809126,1676.0447488,0.0613778426,2809126,2757.0936118,0.2599333504,0.0505953318
2010,25540,"Hartford-West Hartford-East Hartford, CT",16-19,1,7,917,114161.9,337.87852847,0.3684607726,114161.9,555.81017933,LTHS,16,1883,198786.35,445.85462877,0.2367788788,198786.35,733.43086433,0.4869888476,0.226157834
2010,25540,"Hartford-West Hartford-East Hartford, CT",16-19,2,6,558,51239.1,226.3605531,0.4056640737,51239.1,372.36310985,HS,22,1955,213640.7,462.21282977,0.2364259999,213640.7,760.34010496,0.2854219949,0.1547748366
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,0,38,3984,341971.7,584.7834642,0.146782998,341971.7,961.96879861,InSch,265,29978,3284145.5,1812.221151,0.0604517029,3284145.5,2981.1037933,0.1328974581,0.0292413854
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,1,8,971,136746.85,369.79298263,0.3808372633,136746.85,608.30945642,LTHS,24,3351,843994.55,918.69176006,0.2741545091,843994.55,1511.2479453,0.2897642495,0.1260015061
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,2,32,3850,504348.4,710.17490803,0.1844610151,504348.4,1168.2377237,HS,110,12944,1868492,1366.9279425,0.1056032094,1868492,2248.5964654,0.2974351051,0.0739992904
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,3,10,1009,157166.8,396.44268186,0.3929065232,157166.8,652.14821166,SC,72,7856,1429196.75,1195.4901714,0.1521754292,1429196.75,1966.581332,0.1284368635,0.0765336789
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,4,,,,,,,,AA,14,1313,173471.9,416.49957983,0.3172121705,173471.9,685.14180882,,
2010,25540,"Hartford-West Hartford-East Hartford, CT",20-24,5,10,1197,146262,382.44215249,0.3195005451,146262,629.11734084,BA+,90,7872,799442.1,894.11526103,0.1135817151,799442.1,1470.8196044,0.1520579268,0.0746978661
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,0,34,4274,908441.75,953.12210655,0.2230047044,908441.75,1567.8858653,InSch,312,30292,3832937.15,1957.788842,0.0646305573,3832937.15,3220.5626451,0.141093358,0.0495376818
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,1,56,6641,1094740.45,1046.2984517,0.1575513404,1094740.45,1721.160953,LTHS,219,26521,3916015.75,1978.8925565,0.0746160611,3916015.75,3255.2782554,0.2504053392,0.0571583605
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,2,108,12169,1471119.95,1212.897337,0.0996710771,1471119.95,1995.2161193,HS,952,105218,12169382.75,3488.4642395,0.0331546336,12169382.75,5738.5236739,0.115655116,0.0178828336
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,3,70,8157,1249847.9,1117.9659655,0.1370560213,1249847.9,1839.0540132,SC,702,72098,8697544.8,2949.160016,0.0409048797,8697544.8,4851.3682263,0.1131376737,0.0243451619
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,4,22,2363,262391.95,512.24208144,0.2167761665,262391.95,842.63822397,AA,337,33757,3937283,1984.2588037,0.0587806619,3937283,3264.1057321,0.0700002962,0.0240266783
2010,25540,"Hartford-West Hartford-East Hartford, CT",25-54,5,65,5777,681222.2,825.36186003,0.1428703237,681222.2,1357.7202598,BA+,1681,159177,13149651.5,3626.2448207,0.022781211,13149651.5,5965.1727301,0.0362929318,0.0084204927
2010,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,0,180,19465,3676346.35,1917.3800745,0.0985039853,3676346.35,3154.0902225,InSch,661,74863,9400595,3066.0389756,0.0409553314,9400595,5043.6341149,0.2600082818,0.038317259
2010,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,1,25,3096,468308.95,684.3310237,0.2210371524,468308.95,1125.724534,LTHS,77,10722,1550140.45,1245.0463646,0.1161207204,1550140.45,2048.1012698,0.2887520985,0.0893366083
2010,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,2,37,3756,512561.95,715.93431961,0.1906108412,512561.95,1177.7119558,HS,147,18880,2940889.2,1714.9020963,0.0908316788,2940889.2,2821.0139485,0.198940678,0.0548408627
2010,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,3,,,,,,,,SC,36,4994,1116739.7,1056.7590548,0.2116057379,1116739.7,1738.3686452,,
2010,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,0,101,11660,1615058.2,1270.849401,0.1089922299,1615058.2,2090.5472646,InSch,709,90777,13142164.45,3625.2123317,0.0399353617,13142164.45,5963.4742857,0.128446633,0.0214279019
2010,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,1,52,7487,1674013.3,1293.8366589,0.1728110938,1674013.3,2128.3613039,LTHS,257,41333,9171916.65,3028.5172362,0.0732711692,9171916.65,4981.9108536,0.1811385576,0.0466353904
