YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2009,32820,"Memphis, TN-MS-AR",25-54,4,222,23077,3456731.25,1859.2286707,0.0805663072,3456731.25,3058.4311633,AA,272,29053,4670412.05,2161.1136134,0.0743852137,4670412.05,3555.031894,0.7943069563,0.040437551
2009,32820,"Memphis, TN-MS-AR",25-54,5,1067,104116,10052751.5,3170.6074339,0.0304526435,10052751.5,5215.6492288,BA+,1203,118595,12280834.45,3504.402153,0.0295493246,12280834.45,5764.7415417,0.8779122223,0.0106321305
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,0,427,44225,5146933.4,2268.6853903,0.0512987087,5146933.4,3731.987467,InSch,2120,225468,12868066.65,3587.2087547,0.0159100571,12868066.65,5900.9584015,0.1961475686,0.0157359801
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,1,35,4315,655757,809.78824393,0.1876681909,655757,1332.1016613,LTHS,143,18592,2895659.95,1701.6638769,0.0915266715,2895659.95,2799.2370775,0.2320890706,0.0625503571
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,2,82,9654,1773419.7,1331.6980514,0.1379426198,1773419.7,2190.6432945,HS,168,19801,3695704.7,1922.4215719,0.0970870952,3695704.7,3162.3834857,0.4875511338,0.0785910074
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,3,15,1593,174832.45,418.12970476,0.2624794129,174832.45,687.82336432,SC,29,3168,409042.7,639.56446118,0.2018827213,409042.7,1052.0835386,0.5028409091,0.1387552298
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,0,702,80645,14943822.4,3865.724046,0.047935074,14943822.4,6359.1160557,InSch,1251,150892,16783249.5,4096.736445,0.0271501236,16783249.5,6739.1314521,0.534455107,0.0347319202
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,1,123,17854,3724249.25,1929.8314046,0.1080895824,3724249.25,3174.5726605,LTHS,236,33952,7879603.5,2807.063145,0.0826774018,7879603.5,4617.6188735,0.5258600377,0.0602294149
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,2,371,49640,7192992,2681.9753914,0.0540285131,7192992,4411.8495188,HS,596,80953,13452519.7,3667.7676726,0.0453073718,13452519.7,6033.4778214,0.6131953109,0.0296896085
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,3,200,26406,5016191.9,2239.6856699,0.0848173017,5016191.9,3684.282927,SC,292,38107,6487919.4,2547.1394544,0.0668417733,6487919.4,4190.0444024,0.6929435537,0.0595166936
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,4,61,8039,915633.75,956.88753258,0.1190306671,915633.75,1574.0799911,AA,81,10634,1107526,1052.3906119,0.0989646993,1107526,1731.1825566,0.7559714125,0.0822479272
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,5,142,15237,2493795.65,1579.1756235,0.1036408495,2493795.65,2597.7439007,BA+,179,19253,3289858.9,1813.7968188,0.0942085295,3289858.9,2983.695767,0.791409131,0.056239774
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,0,1170,121131,21342593.85,4619.8045251,0.0381389118,21342593.85,7599.5784438,InSch,1574,167007,25532012.2,5052.9211551,0.0302557447,25532012.2,8312.0553002,0.7253049273,0.0277043511
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,1,1382,185980,46872152,6846.3239771,0.0368121517,46872152,11262.202942,LTHS,2151,284885,66303439,8142.692368,0.0285823837,66303439,13394.728945,0.6528248241,0.0249130609
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,2,3403,436430,77211157.2,8786.9879481,0.0201337854,77211157.2,14454.595175,HS,4694,605472,91097939.25,9544.5240452,0.0157637745,91097939.25,15700.742054,0.7208095502,0.0148511526
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,3,2814,309132,49384550.45,7027.4142079,0.0227327297,49384550.45,11560.096372,SC,3558,390336,70782596.95,8413.239385,0.0215538392,70782596.95,13839.778788,0.7919638465,0.0094133458
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,4,1467,163134,17882220.5,4228.7374593,0.0259218646,17882220.5,6956.2731206,AA,1815,204608,26742629.85,5171.327668,0.0252743181,26742629.85,8506.8340139,0.7973002033,0.0075516536
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,5,5154,518416,57636163.7,7591.8485035,0.0146443175,57636163.7,12488.590788,BA+,6070,614278,76285836.3,8734.1763378,0.0142186052,76285836.3,14367.720076,0.8439436216,0.0048663979
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,0,202,27674,5202723.45,2280.9479279,0.0824220542,5202723.45,3752.1593415,InSch,541,76929,5963545.5,2442.0371619,0.0317440388,5963545.5,4017.1511313,0.3597343005,0.0450117731
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,1,10,1242,275872.3,525.235471,0.4228949042,275872.3,864.0123498,LTHS,21,2752,622067.3,788.71243175,0.2865960871,622067.3,1297.4319502,0.4513081395,0.2308652431
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,2,16,2303,372108.5,610.00696717,0.2648749315,372108.5,1003.461461,HS,27,4007,640681.3,800.42569924,0.1997568503,640681.3,1316.7002752,0.5747441977,0.1644544962
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,3,6,1107,161165.45,401.45416924,0.3626505594,161165.45,660.3921084,SC,6,1107,161165.45,401.45416924,0.3626505594,161165.45,660.3921084,1,0
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,0,189,30930,5818621.65,2412.1819272,0.0779884231,5818621.65,3968.0392703,InSch,264,43133,6382750.85,2526.4106654,0.0585725701,6382750.85,4155.9455445,0.717084367,0.0607404113
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,1,21,2815,380972.85,617.22998145,0.2192646471,380972.85,1015.3433195,LTHS,47,6859,1639690.05,1280.5038266,0.1866895796,1639690.05,2106.4287948,0.4104096807,0.0776362758
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,2,74,13545,2397856.65,1548.5014207,0.1143227332,2397856.65,2547.2848371,HS,133,24581,3348918.85,1830.0051503,0.0744479537,3348918.85,3010.3584722,0.5510353525,0.078643311
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,3,63,11487,2058320.75,1434.6848957,0.1248963956,2058320.75,2360.0566535,SC,75,14283,3112581.9,1764.2510876,0.1235210451,3112581.9,2902.1930391,0.8042428061,0.0244540509
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,4,8,1012,156363.55,395.42831209,0.3907394388,156363.55,650.47957338,AA,9,1147,171933.5,414.64864645,0.3615071024,171933.5,682.0970234,0.8823016565,0.2152260627
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,5,50,8939,1968158.6,1402.9107598,0.156942696,1968158.6,2307.7881999,BA+,55,9587,2010820.75,1418.0341145,0.1479121847,2010820.75,2332.6661184,0.9324084698,0.080477571
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,0,210,35243,7968797.5,2822.905861,0.0800983418,7968797.5,4643.6801413,InSch,279,46834,11308859.55,3362.8647832,0.0718039199,11308859.55,5531.9125683,0.7525088611,0.0439392564
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,1,208,37124,6043666.45,2458.386961,0.0662209611,6043666.45,4044.0465508,LTHS,352,64301,15194025.2,3897.9514107,0.0606203855,15194025.2,6412.1300706,0.5773471641,0.025313354
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,2,734,127469,24375830.75,4937.1885471,0.0387324647,24375830.75,8121.67516,HS,977,171832,30659206.45,5537.0756226,0.0322237745,30659206.45,9108.4893991,0.7418234089,0.0262245794
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,3,640,105985,27671621.45,5260.3822532,0.0496332712,27671621.45,8653.3288065,SC,788,131750,29030986.75,5388.0410865,0.0408959475,29030986.75,8863.3275873,0.8044402277,0.0372171645
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,4,300,42427,7296967.65,2701.2899974,0.0636691257,7296967.65,4443.6220457,AA,340,48580,8578662.4,2928.9353697,0.060290971,8578662.4,4818.0986832,0.8733429395,0.0293989243
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,5,1158,167806,18630987.8,4316.3627975,0.0257223389,18630987.8,7100.416802,BA+,1327,191705,21824154.25,4671.6329319,0.0243688633,21824154.25,7684.8361729,0.8753344983,0.0118562102
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,0,435,56464,7786212.3,2790.3785227,0.0494187185,7786212.3,4590.1726699,InSch,1145,151917,14537018.45,3812.7442151,0.0250975481,14537018.45,6271.9642339,0.3716766392,0.0260284884
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,1,10,2205,468937.05,684.78978526,0.3105622609,468937.05,1126.4791968,LTHS,39,6682,1755491.95,1324.9497915,0.19828641,1755491.95,2179.542407,0.3299910207,0.1297494497
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,2,35,4617,836474.45,914.58977143,0.198091785,836474.45,1504.500174,HS,68,9633,2197173.6,1482.286612,0.153875907,2197173.6,2438.3614767,0.4792899408,0.0983568799
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,3,8,1202,243052.5,493.00354968,0.4101527036,243052.5,810.99083923,SC,14,2100,375080.5,612.43816014,0.2916372191,375080.5,1007.4607734,0.5723809524,0.2715452355
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,0,386,60871,11322708.7,3364.9232829,0.0552795795,11322708.7,5535.2988004,InSch,556,89294,15248189.75,3904.8930523,0.043730744,15248189.75,6423.5490711,0.681691939,0.0379195695
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,1,46,8368,1628714,1276.2107976,0.1525108506,1628714,2099.3667621,LTHS,81,15824,4268060.6,2065.928508,0.130556655,4268060.6,3398.4523956,0.5288169869,0.0685764617
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,2,161,27674,4615996.35,2148.4869909,0.0776355782,4615996.35,3534.2611,HS,231,41668,6937678.5,2633.9473229,0.0632127129,6937678.5,4332.8433462,0.664154747,0.0492421206
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,3,126,21525,3995737.75,1998.9341535,0.0928656982,3995737.75,3288.2466825,SC,152,25778,4591975.7,2142.8895678,0.0831286201,4591975.7,3525.0533391,0.8350143533,0.0568621785
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,4,50,6947,1501288.5,1225.2707864,0.1763740876,1501288.5,2015.5704436,AA,56,8145,1958537.05,1399.4774203,0.1718204322,1958537.05,2302.1403564,0.8529158993,0.0558680043
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,5,129,18340,3410256.3,1846.6879271,0.1006918172,3410256.3,3037.80164,BA+,146,20909,3430190.1,1852.0772392,0.0885779922,3430190.1,3046.6670585,0.8771342484,0.0690896974
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,0,485,81157,21255346.1,4610.3520581,0.0568078177,21255346.1,7584.0291356,InSch,633,105344,29175618.8,5401.4459916,0.0512743582,29175618.8,8885.3786562,0.7703998329,0.0309925626
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,1,283,55113,10968471.55,3311.8682869,0.0600923246,10968471.55,5448.023332,LTHS,459,90888,18093509.4,4253.6466003,0.0468009704,18093509.4,6997.2486574,0.606383681,0.0375987369
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,2,1410,224874,33474855.8,5785.7459156,0.0257288344,33474855.8,9517.5520312,HS,1829,291634,45434417.95,6740.5057637,0.0231128941,45434417.95,11088.131981,0.7710829327,0.0143375987
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,3,1510,222248,40147165.7,6336.1791089,0.0285094989,40147165.7,10423.014634,SC,1819,269070,47635887.2,6901.8756291,0.0256508553,47635887.2,11353.58541,0.825985803,0.0169067153
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,4,793,111857,26558008.35,5153.4462595,0.0460717368,26558008.35,8477.4190969,AA,895,126918,30215994,5496.9076761,0.043310702,30215994,9042.4131272,0.8813328291,0.0227754983
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,5,3100,461604,81872015.45,9048.315614,0.0196019004,81872015.45,14884.479185,BA+,3517,521597,97123741.85,9855.1378402,0.0188941613,97123741.85,16211.701747,0.8849820839,0.0075988019
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,0,168,17504,1691099.15,1300.4226813,0.0742928863,1691099.15,2139.1953107,InSch,624,70635,5167638.35,2273.2440146,0.032182969,5167638.35,3739.486404,0.2478091598,0.0272961264
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,1,9,1053,160471.95,400.58950311,0.3804268785,160471.95,658.96973261,LTHS,33,4538,875499.85,935.68148961,0.2061880762,875499.85,1539.1960504,0.2320405465,0.1220334209
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,2,32,3600,486095.5,697.20549338,0.1936681926,486095.5,1146.9030366,HS,67,8201,1075664.2,1037.1423239,0.1264653486,1075664.2,1706.0991228,0.4389708572,0.1059158624
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,3,7,1081,234445.8,484.19603468,0.4479149257,234445.8,796.50247705,SC,8,1171,248095.75,498.09210996,0.4253561998,248095.75,819.36152088,0.9231426132,0.2131407724
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,0,194,22052,2858549.95,1690.7246819,0.0766699021,2858549.95,2781.2421017,InSch,341,39783,5445413.7,2333.5410217,0.0586567383,5445413.7,3838.6749807,0.5543071161,0.0450197424
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,1,35,5114,818326.55,904.61403372,0.1768897211,818326.55,1488.0900855,LTHS,68,9587,1852657.4,1361.12358,0.1419759654,1852657.4,2239.0482891,0.5334306874,0.0925861609
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,2,149,19321,3025005.4,1739.2542655,0.0900188533,3025005.4,2861.0732667,HS,224,28818,3997036.9,1999.2590878,0.0693753587,3997036.9,3288.7811994,0.6704490249,0.0632644226
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,3,118,14679,2165577.55,1471.5901433,0.1002513893,2165577.55,2420.7657858,SC,151,18714,3060057.8,1749.3020894,0.0934755846,3060057.8,2877.6019371,0.7843860212,0.0467488827
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,4,14,1738,315408.75,561.6126334,0.3231373035,315408.75,923.85278195,AA,19,2322,394206.05,627.85830408,0.2703954798,394206.05,1032.8269102,0.7484926787,0.2178479042
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,5,88,8855,1391740.95,1179.7207085,0.1332265058,1391740.95,1940.6405654,BA+,92,9162,1421654.3,1192.3314556,0.1301387749,1421654.3,1961.3852445,0.9664920323,0.0453380837
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,0,309,33797,4692056.45,2166.1155209,0.0640919466,4692056.45,3563.2600319,InSch,413,45847,5819000.9,2412.2605373,0.05261545,5819000.9,3968.1685839,0.7371692804,0.0443799684
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,1,348,45511,8879064.65,2979.7759396,0.0654737523,8879064.65,4901.7314206,LTHS,626,79648,16626727.5,4077.5884417,0.051195114,16626727.5,6707.6329866,0.5714016673,0.0383643893
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,2,1273,141929,21647805.55,4652.7202312,0.0327820264,21647805.55,7653.7247804,HS,1684,189780,28292691,5319.0874217,0.02802765,28292691,8749.8988087,0.7478606808,0.0209179794
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,3,1056,113875,13642980.3,3693.6405212,0.0324359212,13642980.3,6076.0386574,SC,1332,143520,18260511.3,4273.2319502,0.0297744701,18260511.3,7029.466558,0.7934434225,0.0167947125
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,4,402,42420,5109776.4,2260.4814531,0.0532881059,5109776.4,3718.4919904,AA,469,49983,6905803.05,2627.8894669,0.0525756651,6905803.05,4322.878173,0.8486885541,0.0121244581
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,5,2009,198513,23644194.1,4862.5295989,0.0244947666,23644194.1,7998.8611902,BA+,2262,222048,24492776.45,4949.0177258,0.0222880536,24492776.45,8141.1341589,0.8940094034,0.0149425292
2009,35300,"New Haven-Milford, CT",16-19,0,115,12786,1646650.85,1283.2189408,0.1003612499,1646650.85,2110.8951576,InSch,375,42062,2317549.05,1522.3498448,0.0361929971,2317549.05,2504.2654947,0.3039798393,0.0468083569
2009,35300,"New Haven-Milford, CT",16-19,1,,,,,,,,LTHS,16,2197,422879.15,650.29158844,0.2959907094,422879.15,1069.729663,,
2009,35300,"New Haven-Milford, CT",16-19,2,28,3447,350816.15,592.29734931,0.1718298083,350816.15,974.32913962,HS,39,5273,545044.3,738.27115615,0.1400097015,545044.3,1214.4560519,0.6537075668,0.1071188251
2009,35300,"New Haven-Milford, CT",20-24,0,119,13415,2051923.75,1432.4537514,0.1067800038,2051923.75,2356.3864211,InSch,212,26518,3804020.2,1950.3897559,0.0735496552,3804020.2,3208.3911485,0.5058827966,0.0644194248
2009,35300,"New Haven-Milford, CT",20-24,1,16,1835,273043.2,522.53535766,0.2847604129,273043.2,859.57066334,LTHS,33,4101,694200.15,833.18674377,0.2031667261,694200.15,1370.5921935,0.447451841,0.1468648843
2009,35300,"New Haven-Milford, CT",20-24,2,49,7579,1268217.85,1126.1517882,0.1485884402,1268217.85,1852.5196915,HS,71,10711,1872216.2,1368.2895161,0.127746197,1872216.2,2250.8362541,0.7075903277,0.0883359903
2009,35300,"New Haven-Milford, CT",20-24,3,35,4573,757846.05,870.54353711,0.1903659604,757846.05,1432.0441185,SC,52,6728,948243.25,973.77782374,0.1447351105,948243.25,1601.86452,0.6796967895,0.1382605588
2009,35300,"New Haven-Milford, CT",20-24,4,8,793,114074.45,337.74909326,0.4259131063,114074.45,555.59725842,AA,8,793,114074.45,337.74909326,0.4259131063,114074.45,555.59725842,1,0
2009,35300,"New Haven-Milford, CT",20-24,5,57,6989,1851329.85,1360.6358256,0.1946824761,1851329.85,2238.2459332,BA+,61,7915,1993443.55,1411.8936043,0.1783820094,1993443.55,2322.5649792,0.8830069488,0.1132718509
2009,35300,"New Haven-Milford, CT",25-54,0,176,19624,3012919.2,1735.7762529,0.0884517047,3012919.2,2855.351936,InSch,236,27486,4200683.4,2049.5568789,0.0745673026,4200683.4,3371.5210659,0.7139634723,0.0558759099
2009,35300,"New Haven-Milford, CT",25-54,1,115,16564,3664068.05,1914.1755536,0.1155623976,3664068.05,3148.8187857,LTHS,212,31344,6890141.05,2624.9078174,0.0837451448,6890141.05,4317.9733597,0.5284583971,0.0692261074
2009,35300,"New Haven-Milford, CT",25-54,2,640,78905,9112776.4,3018.7375507,0.038257874,9112776.4,4965.8232709,HS,826,104003,12826051.55,3581.3477282,0.0344350425,12826051.55,5891.3170128,0.7586800381,0.0208047827
2009,35300,"New Haven-Milford, CT",25-54,3,428,45895,5307957.6,2303.9005187,0.0501993794,5307957.6,3789.9163532,SC,530,57731,7586219.5,2754.3092601,0.0477093634,7586219.5,4530.8387328,0.7949801666,0.020418978
2009,35300,"New Haven-Milford, CT",25-54,4,186,20526,3644971.45,1909.1808322,0.0930128048,3644971.45,3140.602469,AA,213,23668,3813848.3,1952.9076527,0.0825125762,3813848.3,3212.5330887,0.8672469157,0.0612460391
2009,35300,"New Haven-Milford, CT",25-54,5,995,97640,9328866.8,3054.3193677,0.0312814356,9328866.8,5024.3553599,BA+,1110,108162,9295158.75,3048.7962789,0.0281873142,9295158.75,5015.2698787,0.9027199941,0.0201433658
2009,35380,"New Orleans-Metairie, LA",16-19,0,108,12337,1740245.5,1319.1836491,0.1069290467,1740245.5,2170.0571027,InSch,487,54295,3549115.05,1883.9095122,0.0346976612,3549115.05,3099.0311475,0.2272216595,0.0378051689
2009,35380,"New Orleans-Metairie, LA",16-19,1,8,1089,169864.95,412.14675784,0.3784635058,169864.95,677.98141665,LTHS,23,3163,488723.95,699.08794154,0.2210205316,488723.95,1149.9996638,0.3442933923,0.1739983158
2009,35380,"New Orleans-Metairie, LA",16-19,2,18,2583,512033.8,715.56537088,0.2770287924,512033.8,1177.1050351,HS,48,6051,988624.85,994.29615809,0.1643193122,988624.85,1635.6171801,0.4268715915,0.156615237
2009,35380,"New Orleans-Metairie, LA",20-24,0,151,18555,1850688.3,1360.4000515,0.073317168,1850688.3,2237.8580846,InSch,272,34534,3732092.45,1931.8624304,0.0559408823,3732092.45,3177.913698,0.5372965773,0.041887771
2009,35380,"New Orleans-Metairie, LA",20-24,1,43,5907,1010404.9,1005.1889872,0.1701691192,1010404.9,1653.535884,LTHS,80,10749,2260106.8,1503.3651586,0.139860932,2260106.8,2473.0356858,0.549539492,0.0876287641
2009,35380,"New Orleans-Metairie, LA",20-24,2,89,13526,3067975.3,1751.5636728,0.1294960574,3067975.3,2881.3222418,HS,132,19802,5245282.1,2290.2580859,0.1156579177,5245282.1,3767.4745513,0.6830623169,0.0654462181
2009,35380,"New Orleans-Metairie, LA",20-24,3,67,7479,1149929.25,1072.3475416,0.1433811394,1149929.25,1764.011706,SC,88,10570,1255845,1120.6449036,0.1060212775,1255845,1843.4608664,0.7075685904,0.1123537075
2009,35380,"New Orleans-Metairie, LA",20-24,4,17,1641,231972.6,481.63533923,0.2935011208,231972.6,792.29013304,AA,19,1866,289596,538.1412454,0.2883929504,289596,885.24234868,0.8794212219,0.0788710276
2009,35380,"New Orleans-Metairie, LA",20-24,5,59,5485,851286,922.65161356,0.1682136032,851286,1517.7619043,BA+,70,7223,1148346.25,1071.6091872,0.1483606794,1148346.25,1762.7971129,0.7593797591,0.0990318685
2009,35380,"New Orleans-Metairie, LA",25-54,0,197,21062,4144462.85,2035.7953851,0.0966572683,4144462.85,3348.8834085,InSch,274,29986,5041466.25,2245.3209681,0.0748789758,5041466.25,3693.5529926,0.7023944507,0.0706214834
2009,35380,"New Orleans-Metairie, LA",25-54,1,267,35597,6278369.8,2505.6675358,0.0703898513,6278369.8,4121.8230964,LTHS,488,66222,10630348,3260.4214452,0.0492347172,10630348,5363.3932773,0.5375403944,0.0444831046
2009,35380,"New Orleans-Metairie, LA",25-54,2,849,103104,13947493.65,3734.6343395,0.0362220121,13947493.65,6143.4734885,HS,1176,147048,15432980.2,3928.4831933,0.026715652,15432980.2,6462.354853,0.7011588053,0.0282127056
2009,35380,"New Orleans-Metairie, LA",25-54,3,806,96815,14172120,3764.5876268,0.0388843426,14172120,6192.7466461,SC,1006,121281,18889890.4,4346.2501539,0.0358361998,18889890.4,7149.5815031,0.798270133,0.0198177087
2009,35380,"New Orleans-Metairie, LA",25-54,4,217,22979,2708694.5,1645.8111982,0.071622403,2708694.5,2707.359421,AA,247,26259,3155121.9,1776.2662807,0.0676440946,3155121.9,2921.9580318,0.8750904452,0.033883744
2009,35380,"New Orleans-Metairie, LA",25-54,5,1193,115366,16079242.8,4009.8931158,0.0347580146,16079242.8,6596.2741755,BA+,1364,133736,18492179.9,4300.2534693,0.0321547935,18492179.9,7073.916957,0.8626398277,0.0187286107
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,0,1764,183205,18086795.5,4252.8573336,0.0232136532,18086795.5,6995.9503138,InSch,8032,896937,48979992.15,6998.5707219,0.007802745,48979992.15,11512.648838,0.2042562633,0.0073460027
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,1,101,12578,1787770.9,1337.0755027,0.1063027113,1787770.9,2199.489202,LTHS,390,51988,9041550.9,3006.9171754,0.0578386777,9041550.9,4946.3787536,0.2419404478,0.0354971277
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2,228,27020,3937903.9,1984.4152539,0.0734424594,3937903.9,3264.3630927,HS,526,66669,10057781.5,3171.4005581,0.0475693434,10057781.5,5216.9539181,0.405285815,0.0373048707
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,3,55,6828,1205047.75,1097.7466693,0.1607713341,1205047.75,1805.793271,SC,101,13598,2793657.35,1671.4237494,0.1229168811,2793657.35,2749.4920677,0.5021326666,0.0855979794
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,4,6,623,93250.2,305.36895716,0.4901588398,93250.2,502.33193454,AA,9,962,160974.45,401.21621353,0.417064671,160974.45,660.00067126,0.6476091476,0.2743325819
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,0,2352,268391,43200377.75,6572.6994264,0.0244892691,43200377.75,10812.090556,InSch,4871,570490,69697597.4,8348.5086932,0.0146339264,69697597.4,13733.2968,0.4704569756,0.0151963343
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,1,458,62328,12058933.2,3472.5974716,0.0557148869,12058933.2,5712.4228408,LTHS,871,118113,19508971.75,4416.896167,0.0373955125,19508971.75,7265.7941947,0.5276980519,0.0358513742
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,2,986,133179,24820186.9,4981.9862404,0.0374081968,24820186.9,8195.3673655,HS,1659,222385,33252905,5766.5331873,0.0259304053,33252905,9485.9470931,0.59886683,0.0265619261
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,3,731,88455,17415973.5,4173.2449605,0.0471792998,17415973.5,6864.98796,SC,1062,131816,21940567.6,4684.0759601,0.0355349575,21940567.6,7705.3049544,0.6710490381,0.0342584594
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,4,210,25365,3934899.95,1983.6582241,0.0782045426,3934899.95,3263.1177786,AA,267,33404,6572432.3,2563.675545,0.0767475615,6572432.3,4217.2462715,0.7593401988,0.0187684322
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,5,1250,133124,16858518.1,4105.9125782,0.0308427675,16858518.1,6754.2261912,BA+,1508,162182,22367976.95,4729.4795644,0.0291615565,22367976.95,7779.9938834,0.8208309184,0.0135619452
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,0,3200,361771,53016337.15,7281.2318429,0.0201266322,53016337.15,11977.626382,InSch,4542,530172,92232062.35,9603.752514,0.0181144091,92232062.35,15798.172886,0.6823653456,0.0098465883
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,1,4261,625847,128701608.15,11344.673118,0.0181269114,128701608.15,18661.987279,LTHS,7043,1010620,152139420.95,12334.480976,0.0122048653,152139420.95,20290.221206,0.6192703489,0.0136530916
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,2,10817,1436426,201349091.7,14189.753053,0.0098785131,201349091.7,23342.143772,HS,14941,1990213,240688180.6,15514.128419,0.0077952101,240688180.6,25520.741249,0.7217448585,0.0072042678
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,3,8054,970857,165731441.7,12873.672425,0.0132601119,165731441.7,21177.191139,SC,10365,1254636,189372997.8,13761.286197,0.0109683495,189372997.8,22637.315794,0.7738156724,0.0094853013
